{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9955055822691652, 'result_error_out_all': 0.9978637084530183, 'result_error_in_mask': 0.9955055822691654, 'result_error_out_mask': 0.9978637084530183, 'result_false_positives': 0.0, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9958856401021177, 'result_error_out_all': 0.9989940154020458, 'result_error_in_mask': 0.9967480503090911, 'result_error_out_mask': 1.0005106682520062, 'result_false_positives': 0.1, 'result_false_negatives': 0.4}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9995650987480227, 'result_error_out_all': 0.999985541925578, 'result_error_in_mask': 0.9995650987480227, 'result_error_out_mask': 0.999985541925578, 'result_false_positives': 0.23, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0000613266632155, 'result_error_out_all': 0.9999916503048278, 'result_error_in_mask': 1.0000613266632155, 'result_error_out_mask': 0.9999916503048278, 'result_false_positives': 0.77, 'result_false_negatives': 0.01}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9989240846058381, 'result_error_out_all': 0.9999064707142729, 'result_error_in_mask': 0.9992061440875022, 'result_error_out_mask': 1.0030883591592235, 'result_false_positives': 0.16, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0125176987603692, 'result_error_out_all': 1.0016616607543223, 'result_error_in_mask': 1.0125176987603692, 'result_error_out_mask': 1.0016616607543225, 'result_false_positives': 0.19, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9972153783343298, 'result_error_out_all': 0.9994134874775005, 'result_error_in_mask': 0.9971401319503742, 'result_error_out_mask': 0.9996673557419717, 'result_false_positives': 0.3, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9996129343846315, 'result_error_out_all': 0.999995384566326, 'result_error_in_mask': 0.9996468183690951, 'result_error_out_mask': 0.9999966554902896, 'result_false_positives': 0.08, 'result_false_negatives': 0.03}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9996387513067375, 'result_error_out_all': 1.000156063463244, 'result_error_in_mask': 0.9996387513067375, 'result_error_out_mask': 1.000156063463244, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.998689887734746, 'result_error_out_all': 1.0003938262708914, 'result_error_in_mask': 0.998689887734746, 'result_error_out_mask': 1.0003938262708914, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 1.001030243122023, 'result_error_out_all': 1.0001941748734675, 'result_error_in_mask': 1.006461006025303, 'result_error_out_mask': 1.0055105303494092, 'result_false_positives': 0.08, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9998629441487911, 'result_error_out_all': 0.9999800651753635, 'result_error_in_mask': 1.0002811048222975, 'result_error_out_mask': 0.9999711664703186, 'result_false_positives': 0.74, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0000909531648692, 'result_error_out_all': 1.0000032625448576, 'result_error_in_mask': 1.0035952150434262, 'result_error_out_mask': 1.0001604617656652, 'result_false_positives': 0.18, 'result_false_negatives': 0.04}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 1.0000015155287174, 'result_error_out_all': 1.0000012441462864, 'result_error_in_mask': 1.0000015155287174, 'result_error_out_mask': 1.0000012441462864, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.000342986078336, 'result_error_out_all': 0.9999875046192347, 'result_error_in_mask': 1.0006895481262261, 'result_error_out_mask': 1.0000543792179182, 'result_false_positives': 0.26, 'result_false_negatives': 0.06}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0244785879024756, 'result_error_out_all': 1.0259826816693745, 'result_error_in_mask': 1.0244785879024756, 'result_error_out_mask': 1.025982681669374, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.999949011571096, 'result_error_out_all': 0.9999898784543237, 'result_error_in_mask': 0.999949011571096, 'result_error_out_mask': 0.9999898784543237, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999313314018976, 'result_error_out_all': 1.002610916108658, 'result_error_in_mask': 0.9999313314018976, 'result_error_out_mask': 1.002610916108658, 'result_false_positives': 0.18, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9995363648823722, 'result_error_out_all': 1.0000013359365816, 'result_error_in_mask': 0.997374666240648, 'result_error_out_mask': 1.0000495149314073, 'result_false_positives': 0.4, 'result_false_negatives': 0.04}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0014783851531264, 'result_error_out_all': 0.999818408547673, 'result_error_in_mask': 1.0014783851531264, 'result_error_out_mask': 0.999818408547673, 'result_false_positives': 0.3, 'result_false_negatives': 0.4}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9952501661782751, 'result_error_out_all': 0.997595627933785, 'result_error_in_mask': 0.9953753856871285, 'result_error_out_mask': 0.9987860333313009, 'result_false_positives': 0.1, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9997121256570468, 'result_error_out_all': 0.9999104622610273, 'result_error_in_mask': 0.9997121256570468, 'result_error_out_mask': 0.9999104622610273, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9996405851908771, 'result_error_out_all': 0.999997171560408, 'result_error_in_mask': 0.9998415180546609, 'result_error_out_mask': 1.0007675167441519, 'result_false_positives': 0.18, 'result_false_negatives': 0.05}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9999828048095177, 'result_error_out_all': 0.9999915087851823, 'result_error_in_mask': 0.9999828048095177, 'result_error_out_mask': 0.9999915087851823, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9996655257935837, 'result_error_out_all': 1.0001257970484156, 'result_error_in_mask': 0.9996655257935837, 'result_error_out_mask': 1.0001257970484156, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999851039095795, 'result_error_out_all': 0.9999930130204429, 'result_error_in_mask': 0.9999851039095795, 'result_error_out_mask': 0.9999930130204429, 'result_false_positives': 0.26, 'result_false_negatives': 0.06}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0069752151654272, 'result_error_out_all': 1.003020104744995, 'result_error_in_mask': 1.0192788428116197, 'result_error_out_mask': 1.0091161966715507, 'result_false_positives': 0.24, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9995171725813385, 'result_error_out_all': 0.9999859502093138, 'result_error_in_mask': 0.9995734551740207, 'result_error_out_mask': 1.0000093341494625, 'result_false_positives': 0.24, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.999682168422957, 'result_error_out_all': 0.9999943831436349, 'result_error_in_mask': 1.0005994975536567, 'result_error_out_mask': 1.0006627823059484, 'result_false_positives': 0.04, 'result_false_negatives': 0.06}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9974435370749714, 'result_error_out_all': 0.9986321559922354, 'result_error_in_mask': 0.9988270542695561, 'result_error_out_mask': 1.0036112869474523, 'result_false_positives': 0.1, 'result_false_negatives': 0.5}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9995644613723574, 'result_error_out_all': 0.9996948550000188, 'result_error_in_mask': 0.9995644613723574, 'result_error_out_mask': 0.9996948550000188, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9995939223315029, 'result_error_out_all': 0.999987500801629, 'result_error_in_mask': 0.9995939223315029, 'result_error_out_mask': 0.999987500801629, 'result_false_positives': 0.14, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9994109267759128, 'result_error_out_all': 0.999947644723847, 'result_error_in_mask': 0.9993719224514548, 'result_error_out_mask': 1.0000901616044249, 'result_false_positives': 0.5, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.011107708399627, 'result_error_out_all': 1.0008951484939215, 'result_error_in_mask': 1.011107708399627, 'result_error_out_mask': 1.0008951484939215, 'result_false_positives': 0.41, 'result_false_negatives': 0.01}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.0000845549658393, 'result_error_out_all': 0.999960709177115, 'result_error_in_mask': 1.0000845549658393, 'result_error_out_mask': 0.999960709177115, 'result_false_positives': 0.56, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0002005069755027, 'result_error_out_all': 1.0000269874245078, 'result_error_in_mask': 1.0004466482476668, 'result_error_out_mask': 1.0000498804999973, 'result_false_positives': 0.27, 'result_false_negatives': 0.01}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9996096774912561, 'result_error_out_all': 0.9998484538069072, 'result_error_in_mask': 0.9996096774912561, 'result_error_out_mask': 0.9998484538069072, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9992126339913918, 'result_error_out_all': 0.9999694167918832, 'result_error_in_mask': 0.9992273579443104, 'result_error_out_mask': 0.9999565300144451, 'result_false_positives': 0.32, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9989103203216019, 'result_error_out_all': 0.9995591898334923, 'result_error_in_mask': 0.9989103203216019, 'result_error_out_mask': 0.9995591898334923, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9989514799482668, 'result_error_out_all': 0.9994058117884644, 'result_error_in_mask': 0.9989514799482668, 'result_error_out_mask': 0.9994058117884644, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9998948092197142, 'result_error_out_all': 0.9999988376359947, 'result_error_in_mask': 0.9998948092197142, 'result_error_out_mask': 0.9999988376359947, 'result_false_positives': 0.45, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9997619304248125, 'result_error_out_all': 1.0000210697356806, 'result_error_in_mask': 0.9997619304248125, 'result_error_out_mask': 1.0000210697356806, 'result_false_positives': 0.43, 'result_false_negatives': 0.01}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999313174465115, 'result_error_out_all': 1.000005145391066, 'result_error_in_mask': 0.9999169502220592, 'result_error_out_mask': 0.9999961404827411, 'result_false_positives': 0.42, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.1646478774135982, 'result_error_out_all': 3.1205357125042803, 'result_error_in_mask': 1.4272623689998019, 'result_error_out_mask': 11.25353073913803, 'result_false_positives': 0.22, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.0000542078597057, 'result_error_out_all': 0.9999917044258894, 'result_error_in_mask': 1.0000121130747273, 'result_error_out_mask': 0.9999946947229886, 'result_false_positives': 0.46, 'result_false_negatives': 0.02}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9953483036922796, 'result_error_out_all': 0.9971357295896068, 'result_error_in_mask': 0.9953483036922792, 'result_error_out_mask': 0.997135729589607, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9942751039258875, 'result_error_out_all': 1.0012850760853678, 'result_error_in_mask': 0.9942751039258875, 'result_error_out_mask': 1.0012850760853673, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.001213971624122, 'result_error_out_all': 1.0004654857385678, 'result_error_in_mask': 1.001213971624122, 'result_error_out_mask': 1.0004654857385678, 'result_false_positives': 0.2, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9999962301034881, 'result_error_out_all': 1.0000008622503547, 'result_error_in_mask': 0.9999962301034881, 'result_error_out_mask': 1.0000008622503547, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9948853496685308, 'result_error_out_all': 0.9991093225446597, 'result_error_in_mask': 0.9948853496685308, 'result_error_out_mask': 0.9991093225446597, 'result_false_positives': 0.0, 'result_false_negatives': 0.3}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9992746355992824, 'result_error_out_all': 0.9998447013928576, 'result_error_in_mask': 0.9992746355992824, 'result_error_out_mask': 0.9998447013928576, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9991490537467519, 'result_error_out_all': 0.9997806004387887, 'result_error_in_mask': 0.9991490537467519, 'result_error_out_mask': 0.9997806004387887, 'result_false_positives': 0.1, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999662732726279, 'result_error_out_all': 0.9999854990230029, 'result_error_in_mask': 0.9999662732726279, 'result_error_out_mask': 0.9999854990230029, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.999548873023344, 'result_error_out_all': 0.9999251977851541, 'result_error_in_mask': 0.999548873023344, 'result_error_out_mask': 0.9999251977851541, 'result_false_positives': 0.09, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999655262169967, 'result_error_out_all': 0.9999911109662152, 'result_error_in_mask': 0.9999655262169967, 'result_error_out_mask': 0.9999911109662152, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9998020556425012, 'result_error_out_all': 0.9999955124797281, 'result_error_in_mask': 0.9998020556425012, 'result_error_out_mask': 0.9999955124797281, 'result_false_positives': 0.4, 'result_false_negatives': 0.0}
