{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999981881066288, 'result_error_out_all': 0.9999996092063496, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6577777777777778}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 9, 'result_error_in_all': 1.0994769763987318, 'result_error_out_all': 37.66696345467765, 'result_error_in_mask': 0.999377284148558, 'result_error_out_mask': 0.999515856801127, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6147368421052632}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9919964705434929, 'result_error_out_all': 0.9907894821627516, 'result_error_in_mask': 0.9919964705434929, 'result_error_out_mask': 0.9907894821627516, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9928166545544871, 'result_error_out_all': 0.9922922622946734, 'result_error_in_mask': 0.9928166545544871, 'result_error_out_mask': 0.9922922622946734, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 2, 'result_error_in_all': 0.9901704486257271, 'result_error_out_all': 0.9907397188149856, 'result_error_in_mask': 0.9901704486257275, 'result_error_out_mask': 0.9907397188149856, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 3, 'result_error_in_all': 0.9905830518000641, 'result_error_out_all': 0.9918124552909969, 'result_error_in_mask': 0.9905830518000641, 'result_error_out_mask': 0.9918124552909969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 4, 'result_error_in_all': 0.9905515931974939, 'result_error_out_all': 0.991109465887507, 'result_error_in_mask': 0.9905515931974939, 'result_error_out_mask': 0.991109465887507, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 5, 'result_error_in_all': 0.9906119670130223, 'result_error_out_all': 0.9899835279066411, 'result_error_in_mask': 0.9906119670130223, 'result_error_out_mask': 0.9899835279066411, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 6, 'result_error_in_all': 0.9901763055793084, 'result_error_out_all': 0.9905546986363966, 'result_error_in_mask': 0.9901763055793084, 'result_error_out_mask': 0.9905546986363966, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 7, 'result_error_in_all': 0.9918002247438192, 'result_error_out_all': 0.9911515952419184, 'result_error_in_mask': 0.9918002247438192, 'result_error_out_mask': 0.9911515952419184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 8, 'result_error_in_all': 0.9897849988610895, 'result_error_out_all': 0.9909790404528086, 'result_error_in_mask': 0.9897849988610895, 'result_error_out_mask': 0.9909790404528086, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 9, 'result_error_in_all': 0.9914379229798564, 'result_error_out_all': 0.9905982210973208, 'result_error_in_mask': 0.9914379229798564, 'result_error_out_mask': 0.9905982210973208, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0007617556188482, 'result_error_out_all': 1.000024070727441, 'result_error_in_mask': 0.997037848256047, 'result_error_out_mask': 0.9971441186307796, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9515789473684211}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.0003953441733648, 'result_error_out_all': 1.0009299350802494, 'result_error_in_mask': 0.9965927300457207, 'result_error_out_mask': 0.9959306718590526, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9010526315789473}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 2, 'result_error_in_all': 1.0017636384112587, 'result_error_out_all': 1.0012190628511084, 'result_error_in_mask': 0.9958629107435403, 'result_error_out_mask': 0.9969842224057781, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9473684210526315}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 3, 'result_error_in_all': 0.9996698422443063, 'result_error_out_all': 0.9992976717981172, 'result_error_in_mask': 0.9959816917103655, 'result_error_out_mask': 0.9968756173599372, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8210526315789475}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 4, 'result_error_in_all': 1.002418857533222, 'result_error_out_all': 1.0004306991350607, 'result_error_in_mask': 0.9982041688831416, 'result_error_out_mask': 1.0007744639862592, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 5, 'result_error_in_all': 0.9977051493514432, 'result_error_out_all': 0.9984576948625901, 'result_error_in_mask': 0.9944725414461454, 'result_error_out_mask': 0.9951581692046919, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9494736842105264}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 6, 'result_error_in_all': 1.000544253043804, 'result_error_out_all': 1.0002649294899717, 'result_error_in_mask': 0.9989214541897568, 'result_error_out_mask': 0.9987348328431316, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6926315789473685}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 7, 'result_error_in_all': 1.000452866075706, 'result_error_out_all': 0.999987340263998, 'result_error_in_mask': 0.9944181884232239, 'result_error_out_mask': 0.9937873954221799, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8863157894736842}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 8, 'result_error_in_all': 1.0009175677132143, 'result_error_out_all': 1.0001470314840624, 'result_error_in_mask': 0.9959840192786946, 'result_error_out_mask': 0.9962121100611283, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8778947368421053}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 9, 'result_error_in_all': 0.9988906727832697, 'result_error_out_all': 0.9982862219243871, 'result_error_in_mask': 0.9978069173026218, 'result_error_out_mask': 0.9976053543100906, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8589473684210527}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 0.997800673324699, 'result_error_out_all': 0.9983953805523299, 'result_error_in_mask': 0.9940917411551107, 'result_error_out_mask': 0.9940312790560822, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 0.9983781899044357, 'result_error_out_all': 0.9993869128929843, 'result_error_in_mask': 0.9954239356312274, 'result_error_out_mask': 0.9953027359810374, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 2, 'result_error_in_all': 0.9975500483346824, 'result_error_out_all': 0.998581088892381, 'result_error_in_mask': 0.9901704486257275, 'result_error_out_mask': 0.9907397188149856, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 3, 'result_error_in_all': 0.9969387535842759, 'result_error_out_all': 0.9984788733252499, 'result_error_in_mask': 0.9905830518000641, 'result_error_out_mask': 0.9918124552909969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 0.9976262763468289, 'result_error_out_all': 0.9987849714581252, 'result_error_in_mask': 0.9910440312580505, 'result_error_out_mask': 0.9918208743753614, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9431578947368421}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 0.9971838206303993, 'result_error_out_all': 0.9988420466227049, 'result_error_in_mask': 0.9906119670130223, 'result_error_out_mask': 0.9899835279066411, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 0.997456088572642, 'result_error_out_all': 0.9987886934153547, 'result_error_in_mask': 0.9901763055793084, 'result_error_out_mask': 0.9905546986363966, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 0.9978775861054768, 'result_error_out_all': 0.9988365093130998, 'result_error_in_mask': 0.9918002247438192, 'result_error_out_mask': 0.9911515952419184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 8, 'result_error_in_all': 0.9965872557872011, 'result_error_out_all': 0.9986330101509124, 'result_error_in_mask': 0.991519915965785, 'result_error_out_mask': 0.9931418523210681, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 0.9978797928813665, 'result_error_out_all': 0.9987774391824573, 'result_error_in_mask': 0.992184511663428, 'result_error_out_mask': 0.9915597943571318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9977659023309108, 'result_error_out_all': 0.9983624181649496, 'result_error_in_mask': 0.9940917411551107, 'result_error_out_mask': 0.9940312790560822, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.998376354885992, 'result_error_out_all': 0.9993879934646593, 'result_error_in_mask': 0.9954239356312274, 'result_error_out_mask': 0.9953027359810374, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9975154920739336, 'result_error_out_all': 0.9985250333998515, 'result_error_in_mask': 0.9901704486257275, 'result_error_out_mask': 0.9907397188149856, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.996815654151102, 'result_error_out_all': 0.998432131818667, 'result_error_in_mask': 0.9905830518000641, 'result_error_out_mask': 0.9918124552909969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.997372691216662, 'result_error_out_all': 0.9986471241630774, 'result_error_in_mask': 0.9910440312580505, 'result_error_out_mask': 0.9918208743753614, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9242105263157894}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9971119972687612, 'result_error_out_all': 0.9987462251870393, 'result_error_in_mask': 0.9906119670130223, 'result_error_out_mask': 0.9899835279066411, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9974559151641645, 'result_error_out_all': 0.9987903510189067, 'result_error_in_mask': 0.9901763055793084, 'result_error_out_mask': 0.9905546986363966, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9978312561246272, 'result_error_out_all': 0.9986903077575089, 'result_error_in_mask': 0.9918002247438192, 'result_error_out_mask': 0.9911515952419184, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 0.9963479685917901, 'result_error_out_all': 0.998444480812063, 'result_error_in_mask': 0.991519915965785, 'result_error_out_mask': 0.9931418523210681, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.9978698804185854, 'result_error_out_all': 0.9987814792720426, 'result_error_in_mask': 0.992184511663428, 'result_error_out_mask': 0.9915597943571318, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9374502841329893, 'result_error_out_all': 0.9444197000643478, 'result_error_in_mask': 0.9256271310011711, 'result_error_out_mask': 0.9118994127502983, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 1, 'result_error_in_all': 0.9413923001290119, 'result_error_out_all': 0.955542495350143, 'result_error_in_mask': 0.928724169432857, 'result_error_out_mask': 0.9242762599660586, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 2, 'result_error_in_all': 0.934892734481632, 'result_error_out_all': 0.9493539255499187, 'result_error_in_mask': 0.9220486272143117, 'result_error_out_mask': 0.9157197804932545, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 3, 'result_error_in_all': 0.9266802019958735, 'result_error_out_all': 0.9550967930563977, 'result_error_in_mask': 0.9142537591121028, 'result_error_out_mask': 0.9265174821720294, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 4, 'result_error_in_all': 0.919300875318357, 'result_error_out_all': 0.9467877700753881, 'result_error_in_mask': 0.9098137505155776, 'result_error_out_mask': 0.9203730411532757, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 5, 'result_error_in_all': 0.9222686000447916, 'result_error_out_all': 0.9434818232235077, 'result_error_in_mask': 0.910037329976687, 'result_error_out_mask': 0.9083240240251315, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 6, 'result_error_in_all': 0.9178874369155715, 'result_error_out_all': 0.9399006076959371, 'result_error_in_mask': 0.9039477593471991, 'result_error_out_mask': 0.9082598736512981, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 7, 'result_error_in_all': 0.9322688529489185, 'result_error_out_all': 0.9476865147021314, 'result_error_in_mask': 0.9192788198109445, 'result_error_out_mask': 0.9181177636554572, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 8, 'result_error_in_all': 0.9190279706941165, 'result_error_out_all': 0.9454370002364417, 'result_error_in_mask': 0.9069853247179254, 'result_error_out_mask': 0.9157961953995449, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 9, 'result_error_in_all': 0.9278381576086198, 'result_error_out_all': 0.9428784090789633, 'result_error_in_mask': 0.9156316790400015, 'result_error_out_mask': 0.9120451178594123, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9258046218141767, 'result_error_out_all': 0.9123494162385517, 'result_error_in_mask': 0.9256271310011711, 'result_error_out_mask': 0.9118994127502983, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.929412177433607, 'result_error_out_all': 0.925298055498168, 'result_error_in_mask': 0.928724169432857, 'result_error_out_mask': 0.9242762599660586, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
