{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.999998605236062, 'result_error_out_all': 0.9999991222739826, 'result_error_in_mask': 1.0007613445570012, 'result_error_out_mask': 1.0005456669885764, 'result_false_positives': 0.47, 'result_false_negatives': 0.05, 'result_response_active': 1.0587917858095555e-07, 'result_response_inactive': -6.67147963054313e-08, 'result_auc': 0.5211111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 5, 'result_error_in_all': 1.0000923891829587, 'result_error_out_all': 1.0002639563546347, 'result_error_in_mask': 0.9999455432156672, 'result_error_out_mask': 0.9999859922053813, 'result_false_positives': 0.89, 'result_false_negatives': 0.02, 'result_response_active': -0.11165078378647122, 'result_response_inactive': -0.03978141340192521, 'result_auc': 0.5655555555555556}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 0, 'result_error_in_all': 1.0004901350294286, 'result_error_out_all': 1.0008303104398715, 'result_error_in_mask': 0.9999783489015598, 'result_error_out_mask': 0.999986229097856, 'result_false_positives': 0.9, 'result_false_negatives': 0.01, 'result_response_active': -1.3334966131994808, 'result_response_inactive': 0.06907768437858218, 'result_auc': 0.5022222222222221}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 1, 'result_error_in_all': 1.0018467237228867, 'result_error_out_all': 1.0022618343364416, 'result_error_in_mask': 0.9999968070814963, 'result_error_out_mask': 0.9999970321204783, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 4.900703790127116, 'result_response_inactive': -0.04034552117817662, 'result_auc': 0.5111111111111111}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 2, 'result_error_in_all': 1.0043529481202222, 'result_error_out_all': 1.0044914770990585, 'result_error_in_mask': 0.9999978542493353, 'result_error_out_mask': 0.9999973827701424, 'result_false_positives': 0.01, 'result_false_negatives': 0.08, 'result_response_active': 2.3252911107354377, 'result_response_inactive': -0.0850248547979435, 'result_auc': 0.5433333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 3, 'result_error_in_all': 1.0036380741033868, 'result_error_out_all': 1.003923971169823, 'result_error_in_mask': 0.9999764771326867, 'result_error_out_mask': 0.9999833303775931, 'result_false_positives': 0.9, 'result_false_negatives': 0.01, 'result_response_active': -15.706549911679193, 'result_response_inactive': 0.3485285583245583, 'result_auc': 0.4644444444444445}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 4, 'result_error_in_all': 0.9999705899087334, 'result_error_out_all': 0.9999630529183483, 'result_error_in_mask': 0.9999599145696351, 'result_error_out_mask': 0.9999528305317246, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.4660934465437566, 'result_response_inactive': -0.0037662935502765812, 'result_auc': 0.6733333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 5, 'result_error_in_all': 1.000895428943391, 'result_error_out_all': 1.0011038981860279, 'result_error_in_mask': 0.9999247498510986, 'result_error_out_mask': 0.9999324761930963, 'result_false_positives': 0.01, 'result_false_negatives': 0.05, 'result_response_active': 2.269766590004866, 'result_response_inactive': 0.17179000137446584, 'result_auc': 0.6033333333333333}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9999996855623917, 'result_error_out_all': 0.999999651800372, 'result_error_in_mask': 0.9999869928236561, 'result_error_out_mask': 0.9999878941405769, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.08597720067123658, 'result_response_inactive': 3.9526831318848864e-05, 'result_auc': 0.9766666666666666}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9999993508543601, 'result_error_out_all': 0.9999994768349975, 'result_error_in_mask': 0.9999940763381636, 'result_error_out_mask': 0.9999961144338452, 'result_false_positives': 0.0, 'result_false_negatives': 0.07, 'result_response_active': 0.09861942532685425, 'result_response_inactive': 2.0921721834906767e-05, 'result_auc': 0.8022222222222223}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9999859076239588, 'result_error_out_all': 0.9999859527923722, 'result_error_in_mask': 0.9999914119378569, 'result_error_out_mask': 0.9999890565513436, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.18502113229706357, 'result_response_inactive': -0.00010807018625682295, 'result_auc': 0.8322222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9999323156923866, 'result_error_out_all': 0.9999161162166399, 'result_error_in_mask': 0.9999166178718525, 'result_error_out_mask': 0.9999027107939802, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.11946622367182551, 'result_response_inactive': 0.00011471019560887844, 'result_auc': 0.8822222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9999583865919405, 'result_error_out_all': 0.9999459919256755, 'result_error_in_mask': 0.9999357308938391, 'result_error_out_mask': 0.9999283109753749, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.08667316524427801, 'result_response_inactive': 2.2599287819378518e-05, 'result_auc': 0.9155555555555556}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.999937000639367, 'result_error_out_all': 0.9999475367702028, 'result_error_in_mask': 0.9999273398094719, 'result_error_out_mask': 0.999941339251756, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.11509573713729397, 'result_response_inactive': 2.681369963737907e-05, 'result_auc': 0.9433333333333334}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 6, 'result_error_in_all': 0.9999992985587595, 'result_error_out_all': 0.9999993903952514, 'result_error_in_mask': 0.9999878002654231, 'result_error_out_mask': 0.9999899625211717, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.13873580785262724, 'result_response_inactive': 2.8935644607278537e-06, 'result_auc': 0.9088888888888889}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 0, 'result_error_in_all': 0.9999994498146261, 'result_error_out_all': 0.9999994038822931, 'result_error_in_mask': 0.9999844011936727, 'result_error_out_mask': 0.9999856188002193, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.1351694298468255, 'result_response_inactive': 0.00043869083981254756, 'result_auc': 0.9855555555555556}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 1, 'result_error_in_all': 0.9999989485803429, 'result_error_out_all': 0.999999176600482, 'result_error_in_mask': 0.9999915816584694, 'result_error_out_mask': 0.9999940172723425, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.1656907955125332, 'result_response_inactive': 0.0004706631855769624, 'result_auc': 0.9400000000000001}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 2, 'result_error_in_all': 0.9999821383286699, 'result_error_out_all': 0.9999825906302573, 'result_error_in_mask': 0.9999866924855996, 'result_error_out_mask': 0.9999878745855829, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.23577679593856674, 'result_response_inactive': 0.0007041562721612014, 'result_auc': 0.9366666666666666}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 3, 'result_error_in_all': 0.9999451357117102, 'result_error_out_all': 0.9999209477634053, 'result_error_in_mask': 0.9999148812468143, 'result_error_out_mask': 0.9999010005025194, 'result_false_positives': 0.0, 'result_false_negatives': 0.05, 'result_response_active': 0.19162435487247112, 'result_response_inactive': 0.0008588697429885998, 'result_auc': 0.9466666666666667}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 4, 'result_error_in_all': 0.9999335586261185, 'result_error_out_all': 0.9999114809904713, 'result_error_in_mask': 0.9999134151633553, 'result_error_out_mask': 0.9998622909130779, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.13714905131551694, 'result_response_inactive': 0.0005101307849117146, 'result_auc': 0.9822222222222222}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 5, 'result_error_in_all': 0.9999080579803024, 'result_error_out_all': 0.9999271055474599, 'result_error_in_mask': 0.9998560541876823, 'result_error_out_mask': 0.9999023246648163, 'result_false_positives': 0.0, 'result_false_negatives': 0.01, 'result_response_active': 0.16450599299694696, 'result_response_inactive': 0.001062538613388808, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_loo', 'seed': 6, 'result_error_in_all': 0.9999988162111925, 'result_error_out_all': 0.9999989322311974, 'result_error_in_mask': 0.9999851968550897, 'result_error_out_mask': 0.9999862273346534, 'result_false_positives': 0.0, 'result_false_negatives': 0.03, 'result_response_active': 0.20283502604407228, 'result_response_inactive': 0.0008172763979505553, 'result_auc': 1.0}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9999993900670114, 'result_error_out_all': 0.9999996559570901, 'result_error_in_mask': 1.0008999326669177, 'result_error_out_mask': 1.0006398934811656, 'result_false_positives': 0.52, 'result_false_negatives': 0.03, 'result_response_active': 1.269868186694041e-07, 'result_response_inactive': -1.1392158725855567e-07, 'result_auc': 0.5073684210526316}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 1.0000002183545558, 'result_error_out_all': 0.9999975224447168, 'result_error_in_mask': 1.0005200046941911, 'result_error_out_mask': 1.0004730171498801, 'result_false_positives': 0.34, 'result_false_negatives': 0.04, 'result_response_active': -7.85775950504036e-07, 'result_response_inactive': -2.840284449283188e-07, 'result_auc': 0.43157894736842106}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9999999999999974, 'result_error_out_all': 0.9999999999999992, 'result_error_in_mask': 1.0008853094732069, 'result_error_out_mask': 1.0006157409223932, 'result_false_positives': 0.44, 'result_false_negatives': 0.03, 'result_response_active': -2.959684620499708e-07, 'result_response_inactive': -1.3795261186618292e-07, 'result_auc': 0.4526315789473685}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.999998447548598, 'result_error_out_all': 0.999999143054996, 'result_error_in_mask': 1.0007217470046936, 'result_error_out_mask': 1.0005887586315245, 'result_false_positives': 0.44, 'result_false_negatives': 0.02, 'result_response_active': 8.217532805334013e-07, 'result_response_inactive': -4.051160270485374e-08, 'result_auc': 0.6252631578947369}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 0.999996256044974, 'result_error_out_all': 1.0000004593107161, 'result_error_in_mask': 1.0005015175796965, 'result_error_out_mask': 1.0004354195561598, 'result_false_positives': 0.34, 'result_false_negatives': 0.02, 'result_response_active': 5.692086471394819e-07, 'result_response_inactive': 1.873448944289849e-07, 'result_auc': 0.5768421052631578}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9999996967584458, 'result_error_out_all': 0.9999997576561486, 'result_error_in_mask': 1.0003525581334836, 'result_error_out_mask': 1.0003752233730634, 'result_false_positives': 0.28, 'result_false_negatives': 0.03, 'result_response_active': 4.381585433404722e-07, 'result_response_inactive': 5.751695359148543e-08, 'result_auc': 0.7410526315789474}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.9999999999999998, 'result_error_out_all': 1.0000000000000004, 'result_error_in_mask': 1.0007355830313396, 'result_error_out_mask': 1.0006199435957854, 'result_false_positives': 0.38, 'result_false_negatives': 0.03, 'result_response_active': -6.664327898472512e-07, 'result_response_inactive': -2.2870764541316186e-07, 'result_auc': 0.44842105263157894}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 1.0000000397863824, 'result_error_out_all': 0.9999997547307374, 'result_error_in_mask': 1.0008165294142524, 'result_error_out_mask': 1.0003580706391446, 'result_false_positives': 0.33, 'result_false_negatives': 0.03, 'result_response_active': 1.6499149971256198e-07, 'result_response_inactive': 5.178463252381525e-08, 'result_auc': 0.5410526315789473}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 0, 'result_error_in_all': 0.999971437270988, 'result_error_out_all': 0.9999836832430713, 'result_error_in_mask': 0.999987264341764, 'result_error_out_mask': 0.9999944628960463, 'result_false_positives': 0.25, 'result_false_negatives': 0.01, 'result_response_active': 0.35115247921901754, 'result_response_inactive': -0.0001379621648936183, 'result_auc': 0.8189473684210526}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 1, 'result_error_in_all': 0.9999955266396624, 'result_error_out_all': 0.9999967411548315, 'result_error_in_mask': 0.9999717880419624, 'result_error_out_mask': 0.9999865387825809, 'result_false_positives': 0.63, 'result_false_negatives': 0.0, 'result_response_active': 0.4792283975952887, 'result_response_inactive': -0.0069458684938792075, 'result_auc': 0.9389473684210528}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 2, 'result_error_in_all': 1.0000078760767965, 'result_error_out_all': 1.0000015930594, 'result_error_in_mask': 1.0000025569150723, 'result_error_out_mask': 1.0000050578034552, 'result_false_positives': 0.39, 'result_false_negatives': 0.02, 'result_response_active': 0.41887315953033977, 'result_response_inactive': -0.0036810862045096823, 'result_auc': 0.6757894736842105}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 3, 'result_error_in_all': 0.9999704766728778, 'result_error_out_all': 0.9999745198022637, 'result_error_in_mask': 0.9999803637564204, 'result_error_out_mask': 0.999992684486375, 'result_false_positives': 0.61, 'result_false_negatives': 0.01, 'result_response_active': 0.3255445942303049, 'result_response_inactive': -0.0005911965342166752, 'result_auc': 0.8126315789473684}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 4, 'result_error_in_all': 0.9999973694505804, 'result_error_out_all': 0.9999967475704368, 'result_error_in_mask': 0.9999824874182661, 'result_error_out_mask': 0.9999839192284165, 'result_false_positives': 0.52, 'result_false_negatives': 0.0, 'result_response_active': 0.35034200313501057, 'result_response_inactive': -0.003394144521064513, 'result_auc': 0.9515789473684211}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 5, 'result_error_in_all': 0.9999661421310229, 'result_error_out_all': 1.0000075884140902, 'result_error_in_mask': 0.9999738915559322, 'result_error_out_mask': 1.000001027768388, 'result_false_positives': 0.49, 'result_false_negatives': 0.01, 'result_response_active': 0.3068855863099452, 'result_response_inactive': 0.0058571886691233446, 'result_auc': 0.768421052631579}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 6, 'result_error_in_all': 0.9999897080274592, 'result_error_out_all': 0.9999926081166852, 'result_error_in_mask': 0.9999935754729791, 'result_error_out_mask': 0.9999962421864445, 'result_false_positives': 0.14, 'result_false_negatives': 0.0, 'result_response_active': 0.37862706424210046, 'result_response_inactive': 9.487001915993654e-05, 'result_auc': 0.9726315789473684}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_bag', 'seed': 7, 'result_error_in_all': 0.9999983113459792, 'result_error_out_all': 0.9999980792958069, 'result_error_in_mask': 1.0000156950829127, 'result_error_out_mask': 0.9999849019901773, 'result_false_positives': 0.33, 'result_false_negatives': 0.0, 'result_response_active': 0.3435207562227151, 'result_response_inactive': -0.0019130214316914775, 'result_auc': 0.9536842105263158}
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ols_ols_loo', 'seed': 0, 'result_error_in_all': 0.9999706383925011, 'result_error_out_all': 0.9999849287871037, 'result_error_in_mask': 0.9999801650634212, 'result_error_out_mask': 0.9999912979890286, 'result_false_positives': 0.32, 'result_false_negatives': 0.01, 'result_response_active': 0.354438688326627, 'result_response_inactive': -0.0022343085957177928, 'result_auc': 0.8863157894736842}
